data_hora,ticket_jira,empresa,produto,modulos_aplicados,variaveis_preenchidas,campos_pendentes,score_confianca,decisao,advogado_revisor,status_final,feedback,log_agente1_path,log_agente2_path
2026-07-12T16:27:12,MOCK-DRYRUN-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,,
2026-07-12T16:27:29,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:27:29,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:27:29,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:27:29,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:27:29,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:27:29,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:28:45,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:28:45,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:28:45,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:28:45,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:28:45,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:28:45,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:29:35,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:29:35,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:29:35,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:29:35,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:29:35,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
2026-07-12T16:29:35,MOCK-001,Empresa Teste Ltda.,"01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa","01_cabecalho, 08_rodape_assinaturas, 09_clausula_geral, 10_isa",20,0,0.9714,AUTONOMO,Maria Oliveira,dry_run,,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_leitor_extrator.json,/__modal/volumes/vo-CseTlgYbHINqa6Bjg7Wmj8/data/ifb-aditamentos/app/data/audit/agentes/MOCK-001_montador_validador.json
